Sample   ,Channel1  ,Channel2  ,Channel3  ,Channel4  , Timestamp
      423,0.794     ,-0.40     ,0.179     ,0.0391    ,     10000
      424,0.873     ,1.39      ,0.307     ,0.0391    ,     10000
      425,0.762     ,1.79      ,0.153     ,0.0369    ,     10000
      426,0.889     ,-0.79     ,0.410     ,0.0554    ,     10000
      427,0.937     ,0.40      ,0.256     ,0.0532    ,     10000
      428,0.683     ,0.60      ,0.179     ,0.0587    ,     10000
      429,0.825     ,0.60      ,0.127     ,0.0587    ,     10000
      430,0.429     ,-2.38     ,0.230     ,0.0434    ,     10000
      431,0.714     ,-0.99     ,0.346     ,0.0445    ,     10000
      432,0.714     ,0.79      ,0.243     ,0.0445    ,     10000
      433,0.667     ,0.20      ,0.294     ,0.0391    ,     10000
      434,0.762     ,0.20      ,0.359     ,0.0641    ,     10000
      435,0.905     ,-1.39     ,0.114     ,0.0674    ,     10000
      436,0.889     ,0.60      ,0.371     ,0.0554    ,     10000
      437,0.540     ,2.18      ,0.191     ,0.0478    ,     10000
      438,0.746     ,1.59      ,0.281     ,0.0358    ,     10000
      439,0.778     ,-2.18     ,0.243     ,0.0521    ,     10000
      440,0.556     ,-0.60     ,0.333     ,0.0173    ,     10000
      441,0.683     ,-0.99     ,0.063     ,0.0402    ,     10000
      442,0.587     ,-1.39     ,0.346     ,0.0511    ,     10000
      443,0.841     ,-1.79     ,0.217     ,0.0532    ,     10000
      444,0.698     ,-1.19     ,0.281     ,0.0445    ,     10000
      445,0.841     ,4.96      ,0.410     ,0.0598    ,     10000
      446,0.889     ,0.40      ,0.436     ,0.0674    ,     10000
      447,0.571     ,-2.98     ,0.307     ,0.0467    ,     10000
      448,0.492     ,-0.40     ,0.436     ,0.0304    ,     10000
      449,0.571     ,1.39      ,0.320     ,0.0478    ,     10000
      450,0.778     ,-0.40     ,0.461     ,0.0250    ,     10000
      451,0.937     ,-0.79     ,0.333     ,0.0434    ,     10000
      452,0.825     ,-0.79     ,0.153     ,0.0369    ,     10000
      453,0.635     ,2.38      ,0.359     ,0.0608    ,     10000
      454,0.889     ,2.38      ,0.269     ,0.0467    ,     10000
      455,0.794     ,-1.59     ,0.384     ,0.0424    ,     10000
      456,0.810     ,-0.60     ,0.359     ,0.0369    ,     10000
      457,0.714     ,0.20      ,0.359     ,0.0532    ,     10000
      458,0.635     ,0.79      ,0.294     ,0.0413    ,     10000
      459,0.921     ,-1.19     ,0.101     ,0.0674    ,     10000
      460,0.778     ,-2.98     ,0.256     ,0.0369    ,     10000
      461,0.698     ,3.77      ,0.269     ,0.0728    ,     10000
      462,0.841     ,0.79      ,0.320     ,0.0511    ,     10000
      463,0.794     ,-2.38     ,0.256     ,0.0304    ,     10000
      464,0.698     ,-3.57     ,0.217     ,0.0293    ,     10000
      465,0.651     ,-0.79     ,0.076     ,0.0402    ,     10000
      466,0.825     ,0.20      ,0.449     ,0.0369    ,     10000
      467,0.556     ,0.20      ,0.230     ,0.0608    ,     10000
      468,1.016     ,0.79      ,0.140     ,0.0337    ,     10000
      469,0.921     ,1.39      ,0.423     ,0.0445    ,     10000
      470,0.714     ,0.60      ,0.397     ,0.0500    ,     10000
      471,0.810     ,0.99      ,0.294     ,0.0511    ,     10000
      472,0.778     ,-2.38     ,0.410     ,0.0206    ,     10000
      473,0.635     ,-1.39     ,0.436     ,0.0206    ,     10000
      474,0.810     ,-0.79     ,0.294     ,0.0413    ,     10000
      475,0.762     ,-0.60     ,0.294     ,0.0152    ,     10000
      476,0.825     ,0.99      ,0.230     ,0.0489    ,     10000
      477,0.635     ,1.59      ,0.371     ,0.0543    ,     10000
      478,1.048     ,3.17      ,0.461     ,0.0576    ,     10000
      479,0.794     ,1.79      ,0.281     ,0.0424    ,     10000
      480,0.810     ,-3.17     ,0.269     ,0.0282    ,     10000
      481,0.841     ,0.00      ,0.191     ,0.0239    ,     10000
      482,0.683     ,0.20      ,0.269     ,0.0347    ,     10000
      483,0.825     ,1.39      ,0.179     ,0.0347    ,     10000
      484,0.667     ,-0.99     ,0.256     ,0.0347    ,     10000
      485,1.032     ,-1.39     ,0.397     ,0.0576    ,     10000
      486,0.794     ,0.79      ,0.204     ,0.0478    ,     10000
      487,0.794     ,2.78      ,0.346     ,0.0554    ,     10000
      488,0.603     ,0.99      ,0.294     ,0.0337    ,     10000
      489,0.571     ,-0.79     ,0.320     ,0.0402    ,     10000
      490,0.556     ,1.19      ,0.384     ,0.0413    ,     10000
      491,0.524     ,-1.98     ,0.217     ,0.0239    ,     10000
      492,0.810     ,-2.78     ,0.410     ,0.0532    ,     10000
      493,0.698     ,4.17      ,0.204     ,0.0543    ,     10000
      494,0.952     ,0.20      ,0.359     ,0.0674    ,     10000
      495,0.778     ,1.39      ,0.191     ,0.0347    ,     10000
      496,0.794     ,0.79      ,0.256     ,0.0445    ,     10000
      497,0.524     ,0.79      ,0.436     ,0.0315    ,     10000
      498,0.683     ,-0.40     ,0.230     ,0.0478    ,     10000
      499,0.683     ,0.20      ,0.114     ,0.0424    ,     10000
      500,0.873     ,2.98      ,0.179     ,0.0467    ,     10000
      501,0.921     ,2.38      ,0.140     ,0.0424    ,     10000
      502,0.857     ,3.97      ,0.127     ,0.0445    ,     10000
      503,0.762     ,3.17      ,0.230     ,0.0413    ,     10000
      504,0.952     ,-1.98     ,0.127     ,0.0358    ,     10000
      505,0.762     ,0.00      ,0.384     ,0.0456    ,     10000
      506,0.778     ,-0.79     ,0.269     ,0.0424    ,     10000
      507,0.492     ,0.99      ,0.269     ,0.0358    ,     10000
      508,0.698     ,-1.79     ,0.346     ,0.0293    ,     10000
      509,0.698     ,0.20      ,0.384     ,0.0402    ,     10000
      510,1.000     ,1.39      ,0.333     ,0.0467    ,     10000
      511,0.825     ,-0.79     ,0.281     ,0.0532    ,     10000
      512,0.540     ,1.39      ,0.346     ,0.0500    ,     10000
      513,0.492     ,-2.58     ,0.500     ,0.0434    ,     10000
      514,0.413     ,-2.18     ,0.217     ,0.0424    ,     10000
      515,0.714     ,-1.98     ,0.063     ,0.0478    ,     10000
      516,0.635     ,0.00      ,0.346     ,0.0391    ,     10000
      517,0.889     ,3.57      ,0.500     ,0.0434    ,     10000
      518,0.794     ,-0.20     ,0.281     ,0.0608    ,     10000
      519,0.873     ,2.58      ,0.359     ,0.0554    ,     10000
      520,0.746     ,2.58      ,0.114     ,0.0500    ,     10000
      521,0.476     ,0.20      ,0.384     ,0.0424    ,     10000
      522,0.794     ,-0.40     ,0.127     ,0.0413    ,     10000
      523,0.873     ,1.59      ,0.281     ,0.0391    ,     10000
      524,0.778     ,1.98      ,0.114     ,0.0369    ,     10000
      525,0.889     ,-0.99     ,0.384     ,0.0543    ,     10000
      526,0.937     ,0.00      ,0.204     ,0.0511    ,     10000
      527,0.667     ,0.60      ,0.153     ,0.0576    ,     10000
      528,0.810     ,0.40      ,0.076     ,0.0565    ,     10000
      529,0.429     ,-2.18     ,0.191     ,0.0445    ,     10000
      530,0.698     ,-0.79     ,0.307     ,0.0445    ,     10000
      531,0.714     ,1.19      ,0.204     ,0.0445    ,     10000
      532,0.651     ,0.20      ,0.281     ,0.0380    ,     10000
      533,0.730     ,0.00      ,0.320     ,0.0630    ,     10000
      534,0.905     ,-1.39     ,0.089     ,0.0685    ,     10000
      535,0.873     ,0.60      ,0.333     ,0.0554    ,     10000
      536,0.540     ,2.18      ,0.153     ,0.0489    ,     10000
      537,0.714     ,1.59      ,0.256     ,0.0358    ,     10000
      538,0.746     ,-2.38     ,0.191     ,0.0511    ,     10000
      539,0.540     ,-0.79     ,0.307     ,0.0163    ,     10000
      540,0.683     ,-0.99     ,0.037     ,0.0391    ,     10000
      541,0.587     ,-1.19     ,0.320     ,0.0511    ,     10000
      542,0.841     ,-1.59     ,0.191     ,0.0532    ,     10000
      543,0.683     ,-1.59     ,0.269     ,0.0434    ,     10000
      544,0.825     ,5.16      ,0.371     ,0.0608    ,     10000
      545,0.857     ,0.79      ,0.410     ,0.0695    ,     10000
      546,0.540     ,-3.37     ,0.281     ,0.0467    ,     10000
      547,0.476     ,0.00      ,0.410     ,0.0304    ,     10000
      548,0.556     ,1.39      ,0.281     ,0.0489    ,     10000
      549,0.746     ,-0.40     ,0.436     ,0.0250    ,     10000
      550,0.937     ,-0.99     ,0.294     ,0.0445    ,     10000
      551,0.810     ,-0.79     ,0.140     ,0.0358    ,     10000
      552,0.635     ,2.78      ,0.333     ,0.0619    ,     10000
      553,0.857     ,2.18      ,0.256     ,0.0456    ,     10000
      554,0.794     ,-1.98     ,0.346     ,0.0391    ,     10000
      555,0.794     ,-0.60     ,0.320     ,0.0380    ,     10000
      556,0.730     ,0.40      ,0.333     ,0.0532    ,     10000
      557,0.635     ,0.99      ,0.269     ,0.0434    ,     10000
      558,0.889     ,-1.39     ,0.063     ,0.0674    ,     10000
      559,0.762     ,-3.17     ,0.230     ,0.0369    ,     10000
      560,0.667     ,4.17      ,0.217     ,0.0739    ,     10000
      561,0.825     ,0.99      ,0.281     ,0.0521    ,     10000
      562,0.778     ,-2.38     ,0.217     ,0.0315    ,     10000
      563,0.683     ,-3.37     ,0.179     ,0.0304    ,     10000
      564,0.635     ,-0.60     ,0.037     ,0.0402    ,     10000
      565,0.810     ,0.40      ,0.436     ,0.0369    ,     10000
      566,0.540     ,0.00      ,0.204     ,0.0598    ,     10000
      567,1.000     ,0.99      ,0.114     ,0.0326    ,     10000
      568,0.905     ,1.59      ,0.397     ,0.0445    ,     10000
      569,0.683     ,0.40      ,0.346     ,0.0500    ,     10000
      570,0.841     ,1.39      ,0.281     ,0.0511    ,     10000
      571,0.794     ,-2.18     ,0.410     ,0.0217    ,     10000
      572,0.651     ,-1.59     ,0.436     ,0.0206    ,     10000
      573,0.794     ,-0.79     ,0.294     ,0.0413    ,     10000
      574,0.778     ,-0.40     ,0.333     ,0.0163    ,     10000
      575,0.857     ,1.19      ,0.243     ,0.0511    ,     10000
      576,0.667     ,1.59      ,0.397     ,0.0554    ,     10000
      577,1.079     ,3.37      ,0.474     ,0.0576    ,     10000
      578,0.794     ,2.18      ,0.281     ,0.0434    ,     10000
      579,0.810     ,-2.58     ,0.307     ,0.0315    ,     10000
      580,0.857     ,0.20      ,0.217     ,0.0228    ,     10000
      581,0.698     ,0.00      ,0.294     ,0.0347    ,     10000
      582,0.825     ,1.59      ,0.204     ,0.0358    ,     10000
      583,0.683     ,-0.99     ,0.256     ,0.0369    ,     10000
      584,1.063     ,-1.19     ,0.397     ,0.0598    ,     10000
      585,0.794     ,0.60      ,0.204     ,0.0478    ,     10000
      586,0.794     ,2.78      ,0.333     ,0.0565    ,     10000
      587,0.619     ,0.60      ,0.307     ,0.0337    ,     10000
      588,0.603     ,-0.99     ,0.320     ,0.0391    ,     10000
      589,0.571     ,1.19      ,0.410     ,0.0413    ,     10000
      590,0.524     ,-2.18     ,0.243     ,0.0228    ,     10000
      591,0.794     ,-2.58     ,0.423     ,0.0532    ,     10000
      592,0.698     ,3.97      ,0.230     ,0.0554    ,     10000
      593,0.952     ,0.40      ,0.371     ,0.0674    ,     10000
      594,0.825     ,1.19      ,0.191     ,0.0369    ,     10000
      595,0.825     ,0.79      ,0.256     ,0.0456    ,     10000
      596,0.540     ,0.99      ,0.449     ,0.0304    ,     10000
      597,0.714     ,-0.60     ,0.243     ,0.0467    ,     10000
      598,0.730     ,0.00      ,0.127     ,0.0424    ,     10000
      599,0.905     ,3.17      ,0.191     ,0.0467    ,     10000
      600,0.952     ,2.58      ,0.166     ,0.0424    ,     10000
      601,0.857     ,4.17      ,0.127     ,0.0467    ,     10000
      602,0.794     ,3.37      ,0.243     ,0.0434    ,     10000
      603,0.968     ,-1.59     ,0.127     ,0.0369    ,     10000
      604,0.778     ,0.00      ,0.384     ,0.0456    ,     10000
      605,0.794     ,-0.99     ,0.269     ,0.0434    ,     10000
      606,0.508     ,1.19      ,0.281     ,0.0347    ,     10000
      607,0.714     ,-1.79     ,0.371     ,0.0271    ,     10000
      608,0.730     ,0.20      ,0.384     ,0.0402    ,     10000
      609,1.000     ,1.39      ,0.333     ,0.0467    ,     10000
      610,0.841     ,-0.79     ,0.294     ,0.0554    ,     10000
      611,0.571     ,1.59      ,0.359     ,0.0500    ,     10000
      612,0.524     ,-2.98     ,0.513     ,0.0456    ,     10000
      613,0.444     ,-2.18     ,0.204     ,0.0434    ,     10000
      614,0.730     ,-1.79     ,0.089     ,0.0489    ,     10000
      615,0.635     ,0.00      ,0.371     ,0.0369    ,     10000
      616,0.889     ,3.57      ,0.500     ,0.0467    ,     10000
      617,0.825     ,-0.20     ,0.294     ,0.0619    ,     10000
      618,0.889     ,2.58      ,0.371     ,0.0565    ,     10000
      619,0.794     ,2.58      ,0.153     ,0.0489    ,     10000
      620,0.508     ,0.20      ,0.384     ,0.0445    ,     10000
      621,0.794     ,-0.40     ,0.140     ,0.0413    ,     10000
      622,0.889     ,1.19      ,0.281     ,0.0402    ,     10000
      623,0.778     ,1.79      ,0.153     ,0.0358    ,     10000
      624,0.905     ,-0.79     ,0.397     ,0.0554    ,     10000
      625,0.952     ,0.40      ,0.230     ,0.0521    ,     10000
      626,0.683     ,0.60      ,0.179     ,0.0608    ,     10000
      627,0.825     ,0.79      ,0.101     ,0.0576    ,     10000
      628,0.444     ,-1.98     ,0.204     ,0.0445    ,     10000
      629,0.746     ,-0.79     ,0.320     ,0.0456    ,     10000
      630,0.762     ,1.39      ,0.243     ,0.0445    ,     10000
      631,0.683     ,0.40      ,0.294     ,0.0380    ,     10000
      632,0.746     ,0.20      ,0.333     ,0.0630    ,     10000
      633,0.937     ,-1.19     ,0.101     ,0.0685    ,     10000
      634,0.889     ,0.60      ,0.346     ,0.0565    ,     10000
      635,0.556     ,2.18      ,0.153     ,0.0500    ,     10000
      636,0.762     ,1.59      ,0.256     ,0.0358    ,     10000
      637,0.762     ,-2.38     ,0.217     ,0.0511    ,     10000
      638,0.571     ,-1.19     ,0.320     ,0.0173    ,     10000
      639,0.683     ,-0.99     ,0.037     ,0.0413    ,     10000
      640,0.603     ,-1.39     ,0.346     ,0.0521    ,     10000
      641,0.841     ,-1.79     ,0.217     ,0.0554    ,     10000
      642,0.714     ,-1.39     ,0.281     ,0.0456    ,     10000
      643,0.841     ,4.96      ,0.384     ,0.0608    ,     10000
      644,0.873     ,0.79      ,0.436     ,0.0695    ,     10000
      645,0.571     ,-3.17     ,0.294     ,0.0467    ,     10000
      646,0.524     ,-0.40     ,0.423     ,0.0293    ,     10000
      647,0.603     ,1.39      ,0.281     ,0.0478    ,     10000
      648,0.778     ,-0.20     ,0.449     ,0.0260    ,     10000
      649,0.952     ,-0.79     ,0.307     ,0.0434    ,     10000
      650,0.841     ,-0.60     ,0.153     ,0.0391    ,     10000
      651,0.667     ,2.78      ,0.333     ,0.0608    ,     10000
      652,0.905     ,2.38      ,0.256     ,0.0467    ,     10000
      653,0.778     ,-1.79     ,0.346     ,0.0413    ,     10000
      654,0.825     ,-0.40     ,0.333     ,0.0380    ,     10000
      655,0.746     ,0.60      ,0.346     ,0.0532    ,     10000
      656,0.651     ,1.19      ,0.307     ,0.0434    ,     10000
      657,0.921     ,-1.19     ,0.076     ,0.0695    ,     10000
      658,0.794     ,-2.98     ,0.243     ,0.0380    ,     10000
      659,0.714     ,4.37      ,0.230     ,0.0739    ,     10000
      660,0.841     ,0.60      ,0.294     ,0.0521    ,     10000
      661,0.810     ,-2.18     ,0.230     ,0.0304    ,     10000
      662,0.714     ,-3.57     ,0.204     ,0.0304    ,     10000
      663,0.667     ,-0.60     ,0.050     ,0.0391    ,     10000
      664,0.857     ,0.40      ,0.423     ,0.0380    ,     10000
      665,0.556     ,0.20      ,0.243     ,0.0598    ,     10000
      666,1.063     ,0.79      ,0.101     ,0.0347    ,     10000
      667,0.937     ,1.59      ,0.410     ,0.0445    ,     10000
      668,0.746     ,0.60      ,0.371     ,0.0511    ,     10000
      669,0.841     ,0.99      ,0.281     ,0.0500    ,     10000
      670,0.746     ,-2.18     ,0.410     ,0.0206    ,     10000
      671,0.619     ,-1.39     ,0.436     ,0.0206    ,     10000
      672,0.794     ,-0.79     ,0.320     ,0.0413    ,     10000
      673,0.746     ,-0.60     ,0.346     ,0.0173    ,     10000
      674,0.825     ,0.99      ,0.243     ,0.0500    ,     10000
      675,0.651     ,1.39      ,0.371     ,0.0565    ,     10000
      676,1.048     ,3.57      ,0.474     ,0.0576    ,     10000
      677,0.746     ,1.79      ,0.294     ,0.0424    ,     10000
      678,0.778     ,-2.98     ,0.307     ,0.0304    ,     10000
      679,0.841     ,0.00      ,0.230     ,0.0239    ,     10000
      680,0.683     ,0.40      ,0.294     ,0.0347    ,     10000
      681,0.794     ,1.59      ,0.204     ,0.0358    ,     10000
      682,0.635     ,-0.99     ,0.294     ,0.0358    ,     10000
      683,1.016     ,-1.19     ,0.410     ,0.0576    ,     10000
      684,0.746     ,0.40      ,0.217     ,0.0489    ,     10000
      685,0.746     ,2.78      ,0.359     ,0.0543    ,     10000
      686,0.587     ,0.99      ,0.307     ,0.0337    ,     10000
      687,0.571     ,-0.99     ,0.307     ,0.0413    ,     10000
      688,0.556     ,0.99      ,0.397     ,0.0424    ,     10000
      689,0.524     ,-2.38     ,0.230     ,0.0228    ,     10000
      690,0.810     ,-2.78     ,0.436     ,0.0532    ,     10000
      691,0.667     ,4.17      ,0.217     ,0.0565    ,     10000
